,UTCtimestamps,timestamp,open,high,low,close,volume,vwap
446,1.54252E+12,2018-11-18 00:00:00-05:00,71.268,73.35,65.11,65.166,132865150,69.38665
447,1.54312E+12,2018-11-25 00:00:00-05:00,65,70.32,65,70.096,135927690,68.57658
448,1.54312E+12,2018-11-25 00:00:00-05:00,65,70.32,65,70.096,135927690,68.57658
449,1.54373E+12,2018-12-02 00:00:00-05:00,72,75.898,70.152,71.593,180610705,72.69156
450,1.54433E+12,2018-12-09 00:00:00-05:00,72,75.574,70.624,73.142,158263405,73.61307
451,1.54494E+12,2018-12-16 00:00:00-05:00,72.4,73.14,62.3738,63.954,200684235,66.86655
452,1.54554E+12,2018-12-23 00:00:00-05:00,62.7,67.248,58.818,66.774,160555880,62.78009
453,1.54615E+12,2018-12-30 00:00:00-05:00,67.558,67.842,59.476,63.538,161601430,62.38075
454,1.54675E+12,2019-01-06 00:00:00-05:00,64.344,69.682,63.5502,69.452,155440460,67.44986
455,1.54736E+12,2019-01-13 00:00:00-05:00,68.476,70.4,59.946,60.452,218565545,65.24287
456,1.54796E+12,2019-01-20 00:00:00-05:00,60.964,61.6,55.8566,59.408,198543835,58.54118
457,1.54857E+12,2019-01-27 00:00:00-05:00,58.582,63.22,57.55,62.442,210739875,60.56053
458,1.54917E+12,2019-02-03 00:00:00-05:00,62.596,64.848,59.7,61.16,157491080,62.41655
459,1.54977E+12,2019-02-10 00:00:00-05:00,62.32,63.72,60.2,61.576,134405895,62.02992
460,1.55038E+12,2019-02-17 00:00:00-05:00,61.312,62.3088,58.1,58.942,129726500,59.87897
461,1.55098E+12,2019-02-24 00:00:00-05:00,59.582,64,57.754,58.958,299124965,60.61511
462,1.55159E+12,2019-03-03 00:00:00-05:00,59.624,59.8,54.02,56.828,322295755,56.13177
463,1.55219E+12,2019-03-10 00:00:00-05:00,56.704,59.078,54.88,55.086,218062810,56.82539
464,1.5528E+12,2019-03-17 00:00:00-04:00,55.2,55.61,52.692,52.906,218400205,53.92321
465,1.5534E+12,2019-03-24 00:00:00-04:00,51.942,56.066,50.892,55.972,195552870,53.95765
466,1.554E+12,2019-03-31 00:00:00-04:00,56.524,59.234,52.118,54.992,290646145,55.23062
467,1.55461E+12,2019-04-07 00:00:00-04:00,55.538,56.232,53.12,53.54,199788220,54.42416
468,1.55521E+12,2019-04-14 00:00:00-04:00,53.726,55,51.726,54.652,141571510,53.77895
469,1.55582E+12,2019-04-21 00:00:00-04:00,53.8,53.936,46.226,47.028,389975530,50.42727
470,1.55642E+12,2019-04-28 00:00:00-04:00,47.172,51.322,46.3,51.006,393747840,48.70274
471,1.55703E+12,2019-05-05 00:00:00-04:00,50.004,51.67,47.204,47.904,204297045,49.40662
472,1.55763E+12,2019-05-12 00:00:00-04:00,46.402,46.9,41.784,42.206,253265615,44.9321
473,1.55824E+12,2019-05-19 00:00:00-04:00,40.56,41.48,37.244,38.126,489338975,39.48907
474,1.55884E+12,2019-05-26 00:00:00-04:00,38.24,39,36.82,37.032,203073730,37.71713
475,1.55945E+12,2019-06-02 00:00:00-04:00,37.102,42.2,35.3984,40.9,383141830,39.39997
476,1.56005E+12,2019-06-09 00:00:00-04:00,42.05,44.676,41.5021,42.984,263875910,42.88107
477,1.56066E+12,2019-06-16 00:00:00-04:00,43.096,46.948,42.854,44.372,256725330,44.7721
478,1.56126E+12,2019-06-23 00:00:00-04:00,44.648,45.446,43.47,44.692,168080720,44.43291
479,1.56187E+12,2019-06-30 00:00:00-04:00,46.042,48.314,44.444,46.62,193819385,46.56143
480,1.56247E+12,2019-07-07 00:00:00-04:00,46.248,49.076,45.456,49.016,189653320,47.27102
481,1.56308E+12,2019-07-14 00:00:00-04:00,49.6,51.992,48.972,51.636,202990910,50.6356
482,1.56368E+12,2019-07-21 00:00:00-04:00,51.75,53.214,44.45,45.608,276940890,47.99554
483,1.56429E+12,2019-07-28 00:00:00-04:00,45.418,49.336,45.2065,46.868,204782750,47.43413
484,1.56489E+12,2019-08-04 00:00:00-04:00,45.92,47.96,45.15,47.002,132707860,46.29072
485,1.5655E+12,2019-08-11 00:00:00-04:00,46.598,47.2,42.31,43.988,162674270,44.69301
486,1.5661E+12,2019-08-18 00:00:00-04:00,44.842,45.818,42.2,42.28,161739435,44.23891
487,1.56671E+12,2019-08-25 00:00:00-04:00,42.72,46.488,42.308,45.122,141123225,44.06148
488,1.56731E+12,2019-09-01 00:00:00-04:00,44.816,45.96,43.841,45.49,113594680,45.13412
489,1.56792E+12,2019-09-08 00:00:00-04:00,46,50.7,45.788,49.04,166495325,48.37745
490,1.56852E+12,2019-09-15 00:00:00-04:00,49.2,49.6337,47.632,48.124,121462535,48.7969
491,1.56912E+12,2019-09-22 00:00:00-04:00,48,49.742,43.672,48.426,249819960,46.80799
492,1.56973E+12,2019-09-29 00:00:00-04:00,48.6,49.19,44.856,46.286,207789710,46.99545
493,1.57033E+12,2019-10-06 00:00:00-04:00,45.96,50.216,45.71,49.578,192629520,48.54345
494,1.57094E+12,2019-10-13 00:00:00-04:00,49.58,52.956,49.426,51.39,169625905,51.60265
495,1.57154E+12,2019-10-20 00:00:00-04:00,51.666,66,50.036,65.626,403826000,59.38258
496,1.57215E+12,2019-10-27 00:00:00-04:00,65.508,68.168,61.96,62.662,263236240,64.21577
497,1.57275E+12,2019-11-03 00:00:00-04:00,62.96,68.3,61.852,67.428,220814790,65.43012
498,1.57336E+12,2019-11-10 00:00:00-05:00,68.79,71.266,68.4,70.434,185509505,69.73021
499,1.57397E+12,2019-11-17 00:00:00-05:00,70.5833,72.24,66,66.608,209296015,69.29619
500,1.57457E+12,2019-11-24 00:00:00-05:00,68.864,68.914,65.42,65.988,141624210,66.85934
501,1.57457E+12,2019-11-24 00:00:00-05:00,68.864,68.914,65.42,65.988,141624210,66.85934
502,1.57518E+12,2019-12-01 00:00:00-05:00,65.88,67.772,65.45,67.178,147915650,66.96154
503,1.57578E+12,2019-12-08 00:00:00-05:00,67.318,73.042,67.016,71.678,195733110,70.29152
504,1.57639E+12,2019-12-15 00:00:00-05:00,72.51,82.6,72.5,81.118,368731395,78.34849
505,1.57699E+12,2019-12-22 00:00:00-05:00,82.356,87.062,82,86.076,209653035,84.93226
506,1.5776E+12,2019-12-29 00:00:00-05:00,85.758,90.8,80.416,88.602,251225210,85.77129
507,1.5782E+12,2020-01-05 00:00:00-05:00,88.094,99.76,88,95.63,505009240,95.3794
508,1.57881E+12,2020-01-12 00:00:00-05:00,98.7,109.482,98.4,102.1,542073655,103.9366
509,1.57941E+12,2020-01-19 00:00:00-05:00,106.05,118.9,105.682,112.964,415730705,113.06761
510,1.58001E+12,2020-01-26 00:00:00-05:00,108.398,130.6,107.856,130.114,441487735,121.46435
511,1.58062E+12,2020-02-02 00:00:00-05:00,134.738,193.798,134.704,149.614,1067575815,158.81001
512,1.58122E+12,2020-02-09 00:00:00-05:00,160,163.998,147,160.006,451510975,156.88379
513,1.58183E+12,2020-02-16 00:00:00-05:00,168.32,188.956,166.472,180.2,370438705,178.6028
514,1.58243E+12,2020-02-23 00:00:00-05:00,167.8,172.7,122.304,133.598,477389075,148.65986
515,1.58304E+12,2020-03-01 00:00:00-05:00,142.252,161.396,136.854,140.696,422410185,147.0035
516,1.58364E+12,2020-03-08 00:00:00-05:00,121.078,133.6,100.4,109.324,437943380,118.89055
517,1.58424E+12,2020-03-15 00:00:00-04:00,93.8999,98.974,70.102,85.506,633452840,84.94207
518,1.58485E+12,2020-03-22 00:00:00-04:00,86.72,112,82.1,102.872,461859770,100.58475
519,1.58545E+12,2020-03-29 00:00:00-04:00,102.052,108.592,89.28,96.002,427716175,99.37316
520,1.58606E+12,2020-04-05 00:00:00-04:00,102.24,115.0364,99.592,114.6,295638220,108.60674
521,1.58666E+12,2020-04-12 00:00:00-04:00,118.032,154.99,116.106,150.778,552074660,142.24102
522,1.58727E+12,2020-04-19 00:00:00-04:00,146.54,153.114,134.758,145.03,378264360,143.93844
523,1.58787E+12,2020-04-26 00:00:00-04:00,147.522,173.964,136.608,140.264,565615245,155.05598
524,1.58848E+12,2020-05-03 00:00:00-04:00,140.2,164.8,139.6,163.884,375048750,155.22283
525,1.58908E+12,2020-05-10 00:00:00-04:00,158.102,168.658,152.66,159.834,378463065,160.63671
526,1.58969E+12,2020-05-17 00:00:00-04:00,165.556,166.944,159.2,163.376,254429770,163.41639
527,1.59029E+12,2020-05-24 00:00:00-04:00,166.9,167,157,167,193637645,163.21859
528,1.5909E+12,2020-05-31 00:00:00-04:00,171.6,181.732,170.82,177.132,266499960,176.6109
529,1.5915E+12,2020-06-07 00:00:00-04:00,183.8,205.496,181.832,187.056,384030750,193.27059
530,1.59211E+12,2020-06-14 00:00:00-04:00,183.558,203.84,181.7,200.18,290045955,197.26207
531,1.59271E+12,2020-06-21 00:00:00-04:00,199.99,202.4,187.43,191.948,208983355,195.64258
532,1.59332E+12,2020-06-28 00:00:00-04:00,193.802,245.6,189.704,241.732,282609580,221.45356
533,1.59392E+12,2020-07-05 00:00:00-04:00,255.338,309.783,253.2088,308.93,467105575,278.40264
534,1.59453E+12,2020-07-12 00:00:00-04:00,331.8,358.998,286.2,300.168,515260245,313.6271
535,1.59513E+12,2020-07-19 00:00:00-04:00,303.802,337.8,273.308,283.4,455824235,310.58932
536,1.59574E+12,2020-07-26 00:00:00-04:00,287,312.94,282.6001,286.152,308986500,298.05824
537,1.59634E+12,2020-08-02 00:00:00-04:00,289.84,305.482,283.002,290.542,185030420,295.88344
538,1.59695E+12,2020-08-09 00:00:00-04:00,289.6,333.76,273,330.142,355243095,309.16844
539,1.59755E+12,2020-08-16 00:00:00-04:00,335.4,419.098,334.566,409.996,454955950,384.80656
540,1.59816E+12,2020-08-23 00:00:00-04:00,425.255,463.698,385.504,442.68,443680575,428.35828
541,1.59876E+12,2020-08-30 00:00:00-04:00,444.61,502.49,372.0201,418.32,502567024,444.94602
542,1.59936E+12,2020-09-06 00:00:00-04:00,356,398.99,329.88,372.72,340404909,362.20845
543,1.59997E+12,2020-09-13 00:00:00-04:00,380.95,461.94,373.3,442.15,415922168,432.38506
544,1.60057E+12,2020-09-20 00:00:00-04:00,453.13,455.68,351.3,407.34,451819844,409.2149
545,1.60118E+12,2020-09-27 00:00:00-04:00,424.62,448.88,411.6,415.09,269693773,427.62155
546,1.60178E+12,2020-10-04 00:00:00-04:00,423.35,439,406.05,434,206343526,425.45275
547,1.60239E+12,2020-10-11 00:00:00-04:00,442,465.9,436.6,439.67,189721750,449.41596
548,1.60299E+12,2020-10-18 00:00:00-04:00,446.24,447,407.3801,420.63,173919162,427.78651
549,1.6036E+12,2020-10-25 00:00:00-04:00,411.63,430.5,379.11,388.04,141540023,408.22922
550,1.6042E+12,2020-11-01 00:00:00-04:00,394,440,392.3,429.95,145618062,420.74514
551,1.60481E+12,2020-11-08 00:00:00-05:00,439.5,452.5,396.0301,408.5,122145822,418.50778
552,1.60542E+12,2020-11-15 00:00:00-05:00,408.93,508.6112,404.0868,489.61,265736057,471.64266
553,1.60602E+12,2020-11-22 00:00:00-05:00,503.5,598.78,501.79,585.76,190381828,551.93586
